names,links,research,department
Professor Mark Hayter,https://www.hull.ac.uk/staff-directory/mark-hayter,"

Research interests
•Adolescent health and reproductive health 
 
•Family planning clinics 
 
•Contraceptive counselling 
 
•HIV 
 
•Sex education and sexual health services 
 
•Psycho-sexual health 
 
•Sexual health and substance misuse 
 
•Sexual health services


Postgraduate supervision
•Adolescent health and reproductive health 
 
•Family planning clinics 
 
•Contraceptive counselling 
 
•HIV/sexual health 
 
•Sex education and sexual health services 
 
•Psycho-sexual health

",Faculty of Health Sciences
Professor Lee Ingle,https://www.hull.ac.uk/staff-directory/lee-ingle,"

Research interests
•The therapeutic benefits of exercise on cardiovascular health and disease outcomes 
 
•The mechanisms associated with exercise intolerance and their interplay with symptoms and patient's quality of life 
 
•The role of cardiopulmonary exercise testing (CPET) for diagnosing aetiology of breathlessness and for risk stratification 
 
•The efficacy of comprehensive cardiovascular rehabilitation on risk factor modification, mortality, and morbidity in patients with cardiorespiratory disease. 
 
•The importance of cardiorespiratory fitness and individualised exercise prescription in healthy and diseased populations


Postgraduate supervision
•The therapeutic benefits of exercise on cardiovascular health and disease outcomes 
 
 
•The mechanisms associated with exercise intolerance and their interplay with symptoms and patient's quality of life 
 
 
•The role of cardiopulmonary exercise testing (CPET) for diagnosing aetiology of breathlessness and for risk stratification 
 
 
•The efficacy of comprehensive cardiovascular rehabilitation on risk factor modification, mortality, and morbidity in patients with cardiorespiratory disease. 
 
 
•The importance of cardiorespiratory fitness and individualised exercise prescription in healthy and diseased populations

",Faculty of Health Sciences
Dr Sarah Chipperfield,https://www.hull.ac.uk/staff-directory/sarah-chipperfield,"

Research interests
Active ageing 
Physical activity and health 
Ballroom dancing and well-being


Postgraduate supervision
Active ageing  
Physical activity and health

",Faculty of Health Sciences
Dr Ade Oyedijo,https://www.hull.ac.uk/staff-directory/ade-oyedijo,"

Research interests
Ade's research is based centrally on issues related to Operations, Production, Supply Chain, and Logistics Management. He looks at both developed and developing economies in his examination of these topics.


Postgraduate supervision
Buyer-Supplier relationships 
Supply Chain and Logistics Management  
Operations Management 
Relationship Marketing  
Ethical and Sustainable Supply Chains  
Purchasing and Procurement

","Faculty of Business, Law and Politics"
Mrs Heidi Fewings,https://www.hull.ac.uk/staff-directory/heidi-fewings,"

Research interests
Adolescent Development 
Adolescent risk taking behaviours 
Marginalised and Vulnerable communities 
School Nursing 
Children's Mental Health

",Faculty of Health Sciences
Mrs Yvonne Wilkinson,https://www.hull.ac.uk/staff-directory/yvonne-wilkinson,"

Research interests
Adolescent health 
Sexual health 
Immunisation and vaccination

",Faculty of Health Sciences
Dr Sergey Rybchenko,https://www.hull.ac.uk/staff-directory/sergey-rybchenko,"

Research interests
Advanced materials and structures for electronic and photonic applications; novel sensors and emitters for infrared and near-infrared spectral regions. 
 
Electronic materials in electrochemical applications. 
 
Magnetic materials, sensors and their applications 
 
Research by combination of experimental work and numerical simulations (COMSOL).


Postgraduate supervision
PhD applications in areas overlapping with Dr Rybchenko's research interests are welcome (advanced electronic and photonic materials; magnetic materials, sensors and applications) in both experimental and numerical simulation domains. 
 
Completed PhDs 
 
- Ali, Sarfraz  'Characterisation of novel III-V on Si semiconductor nanostructures for photovoltaic applications (2018)' 
 
- Touhami, Dalila 'Electrochemical Carbon Dioxide Reduction to Methanol at High Pressure '(2015)

",Faculty of Science and Engineering
Dr Jamie Cawthra,https://www.hull.ac.uk/staff-directory/jamie-cawthra,"

Research interests
Aesthetics 
Fiction and narratology 
Imagination 
Trust 
 
I am also interested in pedagogy, the pedagogy of philosophy, and the philosophy of pedagogy.  I promise these are all different things.

",Faculty of Arts Cultures and Education
Dr Antonio Malfense Fierro,https://www.hull.ac.uk/staff-directory/antonio-malfense-fierro,"

Research interests
African business and entrepreneurship 
Portfolio entrepreneurship 
Entrepreneurship in developing counties 
The value chain and enterprising activity 
Market Opportunity assessment 
Business Models/ Business Model innovation 
The relationship between risk and entrepreneurship 
Educational Technology  
Start-ups and Venture Capital 
Prototyping and design thinking 
Entrepreneurship Pedagogy 
New Market Entry 
Competitive Analysis 
Consultancy and Industry projects in higher education contexts 
 
GRANT AWARDS 
 
2017-2019 amount awarded: circa 93k (Co-investigator) Lobster Marketing phase 1- Sustaining & Growing the lobster trade for Holderness coast fishermen’  Funder: European Maritime Fisheries Fund, Marine Maritime Organisation and Holderness Flag  
 
2019-20 amount awarded circa 52k (Co-investigator) Lobster Marketing phase 2-'Supporting the future of the Lobster Trade and Tourism in the Holderness Coast' Funder: European Maritime Fisheries Fund, Marine Maritime Organisation and Holderness Flag  
 
CONSULTANCIES & KNOWLEDGE EXCHANGE 
 
2020- (T.B.A) 
 
2016- Work (gratis) with  grow movement in Lilongwe Malawi measuring the success of their membership programme for SMEs within Lilongwe.


Postgraduate supervision
Dr Malfense Fierro is interested in supervising Masters students, and hearing from potential PhD candidates that are desirous of doing novel research in his main areas of interest (Please see research interests section). 
 
These primarily include (but are not limited to) African large scale entrepreneurship and business, portfolio entrepreneurship, entrepreneurship in challenging environments, as well as entrepreneurship topics generally (in any country) and in developing contexts. 
 
Completed PhDs 
 
- Dr. Priscilla Otuo (as joint first supervisor) 
- Dr. Abdullah F Al Mulhim (as second supervisor) 
- Dr. Peter Djabang (as second supervisor) 
 
Current PhD supervisions (1st Supervisor) 
 
-  Mr Ze Qian, first supervisor (2014- ) 
-  Ms. Gloria Marandu, first supervisor (2015- ) 
-  Ms. Ontida Chanuban, first supervisor (Viva passed Jan 2020) 
-  Mr Mato Magobe, first supervisor (Viva passed June 2020) 
- Mrs Evija Mumdzjana, first Supervisor (2018-) 
 
Current Supervisions (2nd Supervisor) 
 
- Dr Asiamah Yeboah 2018-present

","Faculty of Business, Law and Politics"
Dr Jane Wray,https://www.hull.ac.uk/staff-directory/jane-wray,"

Research interests
Also see below (PhD topics) 
Nursing workforce issues: recruitment and retention, supportive and inclusive working environments 
Her current project (STaR https://starnursehull.com/) is looking at transition and retention in Newly Qualified Nurses (NQNs). 
Equality, diversity and Inclusion in nurse education and practice (including Cultural Competence and older workforce issues) 
Working with carers


Postgraduate supervision
Nursing workforce issues: recruitment and retention, 
Equality, diversity and Inclusion in nurse education and practice (including Cultural Competence) 
Working with carers

",Faculty of Health Sciences
Dr Charles Prior,https://www.hull.ac.uk/staff-directory/charles-prior,"

Research interests
American and British History, 1607-1800 
European / Native American Diplomacy 
Settler Colonialism 
International Law 
American Revolution



Project
Funder
Grant
Started
Status


Project
Conquest and the ‘Right to Hold’: Territorial Sovereignty and the American Revolution
Funder
The Leverhulme Trust
Grant
£35,941.00
Started
1 October 2017
Status
Complete



Postgraduate supervision
Angelina Osborne, ‘Powers and Persuasion: The London West India Committee, 1783-1833’. Funded by University of Hull 80th Anniversary Scholarship. Completed 2014. 
 
James Walters, ‘Covenanters After the Covenant in Restoration England, 1660-1690’. Funded by NECAH Studentship. Completed 2018.  
 
Heather Hatton, ‘Communicating Allegiance: Euro-American and Indian Diplomacy in the Northeastern Woodlands, 1701-1774’. Funded by Treatied Spaces Cluster. Year 2.

",Faculty of Arts Cultures and Education
Dr Antony Hatzistavrou,https://www.hull.ac.uk/staff-directory/antony-hatzistavrou,"

Research interests
Antony works on ancient philosophy (mainly Plato and Aristotle), contemporary legal and political philosophy (especially on legal and political authority and on  expertise in law and politics) and philosophy of action.


Postgraduate supervision
Ancient Philosophy; Contemporary legal and political philosophy (the analytic tradition); Philosophy of action; Political Psychology

","Faculty of Business, Law and Politics"
Dr Nick Hutchinson,https://www.hull.ac.uk/staff-directory/nick-hutchinson,"

Research interests
Areas of research (both qualitative and quantitative) include:

- Intellectual disability and dementia

- Challenging behaviour

- Bereavement

- Safeguarding

- Intensive interaction

- Parenting

- Service transition

- Experience of diagnosis

- Day to day living with a learning disability.


Postgraduate supervision
Completed PhDs

Completed Clinical Psychology Doctorate Degrees (ClinPsyD)

- Tomlinson K, Repeat Pregnancies in Teenage Mothers (2008)

- Handley E, The Experience of Bereavement for People with Intellectual Disability (2008)

- Crossland T, Care Staff Perceptions of Challenging Behaviour in Adults with Autism and Learning Disabilities (2009)

- Bradley J, Facilitating Choice and people with Learning Disabilities (2010)

- Griffiths J, Deliberate-Self-Harm in Adolescents: An exploratory study into perceptions of, and responses to, and impacts of, stigma (2011)

- McCloud N, An Exploration of Coping and Self-Efficacy in Parents with Learning Disabilities (2011)

- Moore C, The Caring Experience of Staff Carers working with Adults with Learning Disabilities and Dementia (2012)

- Chafer S, Interpersonal Factors influencing self-injury in People with Learning Disabilities: Expressed Emotion and Attributions in residential care staff (2012)

- Bodicoat A, The Effectiveness of Intensive Interaction and its use in Hospital Settings (2013)

- Rowland C, The Experience of Stopping Self-Harm in Adults (2014)

- Bright N, Raising Concerns in Healthcare Services: the experience of staff and families (2016)

- Connor M, An exploration into the rise in antidepressant prescribing and of GP experiences of patients who present as depressed (2016)

- Dickinson D, Changing Perceptions of Adults with Intellectual Disabilities from Multiple Perspectives (2017)

- Whitney G, Personal Experiences of Living with an Intellectual Disability (2017)

- Wigley J, Families of People with an Intellectual Disability: Exploring the Positives (2017)

Current PhD supervisions 

PhD

- Hebblewhite G, Adults with Intellectual Disabilities' lived experience of wellbeing and the internet: A Descriptive Phenomenological Study (to submit 2018)

Clinical Psychology Doctorate (ClinPsyD)

- Hinsby C, Experience of diagnosis of Learning Disability in adulthood (to submit 2019)

- Berridge S, Parents' experiences of Intensive Interaction (to submit 2019)

- Doski A, Experiences of transitioning from looked after care into adult services - perspectives of People with Intellectual Disabilities, Carers and Health Care Professionals (to submit 2018)

",Faculty of Health Sciences
Dr Darryl Davis,https://www.hull.ac.uk/staff-directory/darryl-davis,"

Research interests
Artificial Intelligence 
Cognitive Science 
Computational Creativity 
Data Mining 
Machine Learning 
Robotics


Postgraduate supervision
Artificial Intelligence 
Computational Creativity 
Data Mining 
Machine Learning 
Robotics

",Faculty of Science and Engineering
Dr Konstantinos Mantis,https://www.hull.ac.uk/staff-directory/konstantinos-mantis,"

Research interests
As a clinical and exercise psychologist, Dr Mantis is interested in three areas: 
 
a) Mental health and physical activity 
b) Physical activity and health promotion 
c) Psychological assessment 
 
Specifically, research has shown that physical activity (PA) has various benefits on people’s mental and physical health. So, Dr Mantis is more interested in how PA helps athletes and non-athletes cope with issues such as depression, anxiety, and so on. 
 
Dr Mantis is also interested in finding optimal ways of motivating individuals to engage in desired health behaviours (e.g., PA). For instance, how we frame PA and health messages (e.g., emphasis on gains or losses, etc.), how we deliver such messages (e.g., using images, music, etc.), and how we customise messages to individuals’ characteristics (e.g., providing tailored feedback to individuals depending on their personality traits) can moderate the magnitude of their motivation.  
 
By identifying optimal ways of promoting health behaviours, we can help individuals adopt a healthier lifestyle (e.g., convincing sedentary people to be more active), follow recommended plans (e.g., helping injured athletes adhere to a rehab program), and so on. 
 
Finally, assessing psychological variables (e.g., personality) that can influence individual responses to behavior change interventions is another area of his research interests. For example, what tests of personality assess specific traits of individuals more accurately and how these traits relate to specific lifestyles? 
 
Dr Mantis is happy to supervise any projects that belong to the above research areas. 
 
Postgraduate students who have completed their MSc dissertation under Dr Mantis' supervision are shown below: 
 
1. Emily Field (2020) 
 
Dissertation Title: Investigating the Functional Effect of Positive and Negative Statements on Semi-Professional Athletes 
 
2. Claire Cocking (2020) 
 
Dissertation Title: Exploring the Effect of Imagery on Footballers’ Ability During Penalty Shots 
 
3. Lauren Chapman (2020) 
 
Dissertation Title: Investigating the Stigma Against Mental Health Issues Within an Amateur Rugby Union Community 
 
4. Rio Jade Novis (2019) 
 
Dissertation Title: Exploring Physiological and Psychological Effects of Exercise in Cancer Patients and Survivors

",Faculty of Health Sciences
Dr Alex Iles,https://www.hull.ac.uk/staff-directory/alex-iles,"

Research interests
At the University of Hull Alex Iles supports a diverse portfolio of research involving microfluidics, from life sciences to energy production and environmental remediation. If you are interested in collaborating with the University of Hull with a Lab on a Chip project, please get in touch: 
 
a.iles@hull.ac.uk

",Faculty of Science and Engineering
Dr Rachel Anderson,https://www.hull.ac.uk/staff-directory/rachel-anderson,"

Research interests
Autobiographical Memory 
Prospective Cognition 
Memory & Prospective Thinking Biases in Depression


Postgraduate supervision
Dr Anderson welcomes applications in the areas of autobiographical memory and / or prospective cognition. In particular, she is interested in 
 
- the cognitive processes underlying memory / future thinking, their similarities and differences 
 
- the functional purpose of memory / future thinking, such as their relationship with a sense of self, psychological well-being / distress, and in guiding future goal-oriented behaviour and problem-solving behaviours 
 
- the relationship between memory / future thinking impairments and psychological distress 
 
- the role of memory / future thinking impairments in chronic health conditions, such as Parkinson's disease 
 
- the potential use of memory / future thinking as a tool for promoting psychological / physical well-being and / or alleviating distress 
 
Current PhD Students:  
- Adam Boulby 
- Joseph Abel (2nd Supervisor) 
 
Completed PhD Supervisions 
- Jennifer Boland (2018 ) - The effect of positive episodic simulation on future event predictions in non-depressed, Ddysphoric, and depressed individuals.  
- Lydia Grace (2018) - Autobiographical memory and the self in dysphoria. 
- David Howe ( 2018) Implicit and explicit attitudinal consequences of false autobiographical memories and beliefs (2nd Supervisor). 
- Katie Cunnah (2019) - Relational and psychological aspects of experience of Chronic Fatigue for patients and their significant others: a grounded theory study.

",Faculty of Health Sciences
Dr David George,https://www.hull.ac.uk/staff-directory/david-george,"

Research interests
Basic mechanisms of associative and perceptual learning 
The interaction between learning and perception 
Cognition and perception in dogs


Postgraduate supervision
Basic mechanisms of associative and perceptual learning 
The interaction between learning and perception 
Cognition and perception in dogs

",Faculty of Health Sciences
Dr Rebecca Vince,https://www.hull.ac.uk/staff-directory/rebecca-vince,"

Research interests
Becky's personal and collaborative research spans both health-based and sport-based research around:  
1.) Using a personalised medicine approach in a range of settings (e.g. obesity, diabetes, cancer, ageing/frailty) 
2.) Exercise, nutritional and lifestyle interventions in polycystic ovary syndrome (PCOS), type 2 diabetes and obesity 
3.) Exercise/nutritional ‘prehabilitation’ (a strategy to increase functional capacity/physical fitness prior to a physiological stressor such as surgery) either through exercise (resistance and/or aerobic) or through other interventions (nutrition) 
4.) Nutrition in health and disease  
5.) The cellular stress response in healthy and diseased states e.g. heat shock proteins, endothelial microparticles, oxidative stress  
6.) The endothelial response in diseased states or diving/decompression illness 
7.) Nutritional supplementation for sports performance/recovery investigating the effects of ergogenic aids/nutritional supplements to improve sport performance and aid in recovery, covering a broad interest in all nutritional supplements and diet plans across all sports


Postgraduate supervision
Self-funded PhD/MSc projects are available in the area of personalised medicine (exercise/diet), obesity/type 2 diabetes/PCOS, nutrition (in sport/disease), the human stress response and endothelial function. 
 
For example: 
•	Using our individualised exercise App for personalised medicine in a variety of settings (e.g. obesity, diabetes, PCOS, cancer, ageing/frailty) 
•	Exercise, nutritional and lifestyle interventions in PCOS, T2D  and obesity 
•	Exercise/nutritional ‘prehabilitation’ (a strategy to increase functional capacity/physical fitness prior to a physiological stressor such as surgery)  
•	Nutrition in health and disease  
•	Nutrition and supplementation for sports performance/recovery  
•	The cellular stress response

",Faculty of Health Sciences
Dr Sharif Zein,https://www.hull.ac.uk/staff-directory/sharif-zein,"

Research interests
Biomass and  plastics waste


Postgraduate supervision
Dr Zein welcomes applications in the area of biofuels and chemical feedstocks from renewable resources, such as from lignocellulosic biomass. 
 
He is also interested in scaling up the basic lab works to processes and bio-based products which can be used in industry. 
 
Current PhD Supervisions  
 
- Mohammed Abdulsattar 
 
- Elis Davies 
 
- Hassan Alabdrabalameer 
 
- Osman Yansaneh

",Faculty of Science and Engineering
Dr Vicky Skoulou,https://www.hull.ac.uk/staff-directory/vicky-skoulou,"

Research interests
-Biomass waste /Waste characterisation, pretreatment and alternative ways of exploitation. 
-Thermochemical treatments (carbonization-torrefaction-pyrolysis-gasification-combustion) of food-woody biomass wasate, fossil fuels and other waste for bioenergy-biofuels, biochar production. 
-Bioenergy/solid-gaseous biofuels systems design / re purposing of  existing technologies to adapt new types of waste to fuels/feed stock  
-Advanced cycles and alternative processes for biomass, fossil fuels and waste exploitation for biofuels-bioenergy-biochars under the circular economy scenario. 
-Combined Renewable Energy Sources (RES) energy production systems, emphasized in lignocellulosic biomass/other waste sources for net zero carbon decentralized solutions. 
-2nd, 3rd  and 4th Generation Feedstock for Biofuels production 
-Biorefineries/Waste-Refineries and integration of thermochemical and biochemical processing routes of biomass/waste


Postgraduate supervision
I am  interested in providing supervision in the following fields and  welcome applications from potential self-funded PhD students interested in the following areas:  
 
-Biomass waste /Waste characterisation, pre-treatment and alternative ways of exploitation. 
-Thermochemical treatments of food-forest waste, lignocellulosic biomass residues, fossil fuels and other waste for bioenergy-biofuels, biochar production. 
-Bioenergy/biofuels systems design / re purposing of  existing technologies  to adapt to new types of fuels/feed stock  
-Advanced cycles and alternative processes for biomass, fossil fuels and waste exploitation for biofuels-bioenergy-biochars under the circular economy scenario. 
-Combined Renewable Energy Sources (RES) energy production systems, emphasized in biomass/waste sources. 
-2nd, 3rd  and 4th Generation Feedstock for solid. liquid and gaseous Biofuels production 
- Biorefineries/Waste-Refineries and integration of thermochemical and biochemical processing routes of biomass waste 
 
 
 
Core current and previous members of the B3 Challenge Group: 
 
Post Doc Research Assistants: (PDRAs) 
-Dr Martin J. Taylor 
 
 Current PhD Candidates Supervisions : 
- Hassan Alabrdrabalameer (First  Supervisor) 
 
Current PoC Research Technicians: 
-Mr Karl Hornsby  
 
Completed PhD  Supervisions :  
-Dr J. Vourdoubas  (First Supervisor) 
 
Completed MSc by Research Supervisions:  
-Elem Eni (First Supervisor)

",Faculty of Science and Engineering
Dr Ann Hutchinson,https://www.hull.ac.uk/staff-directory/ann-hutchinson,"

Research interests
Breathlessness 
Cancer-associated thrombosis



Project
Funder
Grant
Started
Status


Project
Bringing breathlessness into view
Funder
Hull UK City of Culture 2017
Grant
£2,000.00
Started
1 May 2017
Status
Complete


",Faculty of Health Sciences
Dr Alex Ibhadon,https://www.hull.ac.uk/staff-directory/alex-ibhadon,"

Research interests
Catalysis and Process Engineering 
Synthesis of  Fine Chemicals 
Micro-reactors 
Advanced Materials



Project
Funder
Grant
Started
Status


Project
Waste Water treatment: Approaches, Management and Capacity building
Funder
British Council
Grant
£29,100.00
Started
1 March 2019
Status
Complete


Project
Luminescent C-Dots: Fabrication, Characterization And Application As Potential Photocatalyst And Fluorescent Sensor
Funder
British Council
Grant
£7,699.00
Started
28 February 2018
Status
Complete



Postgraduate supervision
Property-Structure Relations in  Crystalline Polymers 
Synthesis of  Fine Chemicals using Microreactors 
Advanced Materials for  Solar Energy Conversion 
Artificial Photosynthesis 
Degradation of  Single Use Plastics 
Sustainable Futures and Environments

",Faculty of Science and Engineering
Dr Cat Fergusson Baugh,https://www.hull.ac.uk/staff-directory/cat-fergusson-baugh,"

Research interests
Cat's research explores the ways in which digital technologies offer extended and alternative approaches to the study and development of live performance events. From the methodological impact of visual reconstruction technologies on visual histories to the development 'simultaneous' realities (through developed sound design or augmentation), new technologies offer us different ways of seeing.


Postgraduate supervision
Cat welcomes applications in digital performance, scenography, theatre architecture, computer visualisation.

",Faculty of Arts Cultures and Education
Mrs Rachel Cooper,https://www.hull.ac.uk/staff-directory/rachel-cooper,"

Research interests
CBT in psychosis

",Faculty of Health Sciences
Dr Charlotte Dean,https://www.hull.ac.uk/staff-directory/charlotte-dean,"

Research interests
Charlotte is interested in the co-creation of research in formal and informal education settings and community based environments using creative participatory methods.

",Faculty of Arts Cultures and Education
Dr Charlotte Hopkins,https://www.hull.ac.uk/staff-directory/charlotte-hopkins,"

Research interests
Charlotte's  research expertise is in marine conservation and management, particularly considering human interactions with the marine environment. Recent research projects have included: “Sundarbans fisheries: A model system for the application of landscape ecology and social science approaches to management” and understanding the drivers of MPA compliance within local Bedouin communities, Egypt.

",Faculty of Science and Engineering
Dr Canglong Wang,https://www.hull.ac.uk/staff-directory/canglong-wang,"

Research interests
Chinese citizenship 
Confucianism 
Sociology of education 
Classical education in China 
National and cultural identity 
Schooling ethnography 
Foucault 
Contemporary China 
Digital culture


Postgraduate supervision
Canglong welcomes PhD project proposals in Confucian philosophy, citizenship studies, and sociology of education. Ideas for modern/contemporary China studies (in a broad sense) are also very welcome.

",Faculty of Arts Cultures and Education
Dr Christopher McLaren-Towlson,https://www.hull.ac.uk/staff-directory/christopher-mclaren-towlson,"

Research interests
Chris`s research interests generally span the themes of athletic performance monitoring, long-term athletic development, talent identification and performance analysis of athletes’, with a specific focus on team-sports. His research values the translation of laboratory- and field-based research into industry-practice. Accordingly, he is currently involved in research projects with a number of professional sports teams and athletes:  
 
Maturity-status ‘bio-banding’ as a tool for ongoing talent (de)selection of academy soccer players using a multi 
 
The influence of maturity status on the efficacy of differential RPE (dRPE) within a professional youth football training and match programme. 
 
The influence of maturity status on the technical and tactical demands of a professional youth football training and match programme. 
 
Understanding the transfer between training and match play in professional football: Does the way we train translate to the match? 
 
Examining player recovery kinetics in professional football.  
 
The efficacy of virtual reality training in professional football. 
 
The effect of training-ring size on the physical, technical, tactical, and movement profiles of Olympic-style boxers.


Postgraduate supervision
The influence of growth, maturity status and birth date distribution on the physical characteristics of elite youth football players. 
 
The efficacy of virtual reality training in professional football. 
 
Examining player recovery kinetics in professional football

",Faculty of Health Sciences
Dr Christopher Fear,https://www.hull.ac.uk/staff-directory/christopher-fear,"

Research interests
Christopher's recent research has focused on conservative political thought, historical and contemporary. Some of his work in this area has been published in the Journal of Political Ideologies, History of European Ideas, The Review of Politics, and in the specialist Journal of Wyndham Lewis Studies; other work on conservatism has been presented at international conferences from Edinburgh to Genoa. In general he advocates an historically-informed approach to political theory, and has defended this approach in contributions to methodological debates in the history of ideas, some of which have been published in the Journal of the Philosophy of History (×2) and History of the Human Sciences, building on his background in British and German Idealism. 
 
Christopher is a member of the Britain and Ireland Association for Political Thought, and of the Political Studies Association. He is an active member of the latter's Conservatism Studies and British Idealism specialist groups, serving the former as Finance and Communications Officer.


Postgraduate supervision
Christopher welcomes applications in political philosophy, contemporary or historical, anglophone or “continental”.

","Faculty of Business, Law and Politics"
Miss Anne Kildunne,https://www.hull.ac.uk/staff-directory/anne-kildunne,"

Research interests
Circular Economy 
Sustainability 
Equitable transitions

",Faculty of Science and Engineering
Dr Clare Killingback,https://www.hull.ac.uk/staff-directory/clare-killingback,"

Research interests
Clare's research interests lie in the areas of physical activity, social isolation, older people and pedagogy. She is passionate about helping the next generation of physiotherapists become excellent in utilising evidence-based practice.

",Faculty of Health Sciences
Dr Elke Roediger,https://www.hull.ac.uk/staff-directory/elke-roediger,"

Research interests
Clusters of galaxies 
Intra-cluster medium 
Galaxy evolution 
Computational astrophysics 
Astrophysical plasma physics 
Hydrodynamics

",Faculty of Science and Engineering
Dr Tommy Horozov,https://www.hull.ac.uk/staff-directory/tommy-horozov,"

Research interests
Colloidal particles 
• behaviour at liquid interfaces and in thin liquid films 
• particle-stabilised foams and emulsions 
• non-spherical and Janus particles 
 
Wetting and capillarity 
• contact angles of solid particles and surfaces 
• ‘smart’ porous coatings for anti-biofouling 
• open microfluidics 
 
Advanced materials 
• porous and composite materials (incl. graphene containing composites) 
• self-assembled nano-particle structures for nano-photonics & metamerials 
• super-stretchable hydrogels

",Faculty of Science and Engineering
Professor John Greenman,https://www.hull.ac.uk/staff-directory/john-greenman,"

Research interests
Coming from an immunology background, Professor Greenman is extremely interested in understanding how the immune system is often subverted during carcinogenesis, and more importantly how such knowledge can be used clinically (diagnostically, prognostically or therapeutically). 
 
Current and recent grants 
 
H2020-MSCA-RISE-2016, €976,000 (€153k to Hull) (Greenman). Blood test for clinical therapy guidance of non-small cell lung cancer patients. 
 
Yorkshire Cancer Research, €99,198 (Lind and Greenman). Peripheral blood detection of EGFR status in lung cancer patients. 01/11/2016 - 31/10/2018 
 
Innovate UK/EPSRC €496,000 (€193k to Hull) (Greenman, Green, Cawthorne). Development of a multi-purpose small animal phantom for pre-clinical radiotherapy studies. 01/03/2016 - 28/02/2018. 
 
Yorkshire Cancer Research €123,312 (Archibald, Madden & Greenman). Chemokine receptor targeted therapies. 01/02/2014 - 31/01/2016. 
 
British Lung Foundation €24,800 (Loveday, Lind, Haswell & Greenman). Development of microfluidic device for response to chemotherapy in malignant mesothelioma. 01/10/2013 - 30/09/2015. 
 
Technology Strategy Board Sepsis I: Multi-pathogen detection and/or simple discrimination €399,000 (Greenman, Dyer, Haswell, BioGene Ltd). Rapid, on-chip, multiplexed detection of sepsis-causing organisms from blood samples. 01/09/2012 - 31/08/2015. 
 
FP7-SME-2012. Point-of-care blood device for fast and reliable prediction of drug response in non-small cell lung carcinoma patients from blood samples (LungCARD 315586) University of Hull (Haswell & Greenman); Hull and East Riding NHS Trust (Lind & Greenman) (€306,000 to Hull; 1.2M Euro total) 01/01/2013 - 28/2/2014. 
 
NC3R €450,000 (Greenman, Madden, Flynn, Haswell, Maraveyas). Replacement of animal models for tumour biology with a multifunctional microfluidic-based approach. 01/10/2011 - 30/09/2014. 
 
NIHR (i4i programme). €667,542 (Elliott, Wadhawan, Singh, MacFie, Greenman). Development of a placement sensing nasogastric tube. 01/07/2011 - 30/06/2014. 
 
Hull and East Riding Cardiac Trust. €76,128 (Greenman, Jones, Dyer, Wadhawan, Haswell, Griffin, Seymour) Integrated microfluidic devices for real-time measurement of biochemical changes in heart tissue. 01/03/2011 - 30/11/2012. 
 
Heart Research UK €199,728 (Greenman, Haswell and Seymour). Development of microfluidic devices for analysis of function in normal and diseased cardiac tissue. 10/2007 - 09/2011. 
 
EPSRC EP/H007385 €210,949 (Haswell & Greenman). Commercialisation of lab-on-a-chip technology for DNA profiling. 08/2009 - 07/2010.



Project
Funder
Grant
Started
Status


Project
Development of an immune-responsive 3D skin model
Funder
Queen Mary University of London
Grant
£2,900.00
Started
1 May 2019
Status
Complete


Project
Blood test for clinical therapy guidance of non-small cell lung cancer patients
Funder
EC European Commission
Grant
£144,000.00
Started
1 January 2017
Status
Ongoing


Project
Development of a multipurpose small animal phantom for pre-clinical radiotherapy studies
Funder
Innovate UK (use I0075A)
Grant
£193,197.00
Started
1 April 2016
Status
Complete



Postgraduate supervision
I welcome applications to work with me in either the biomedical applications of microfluidic devices or head and neck immunobiology. These can come from basic scientists or medically trained individuals. 
 
Completed PhDs 
 
60 postgraduate (PhD and MD) students successfully supervised since 1999. 
 
PhDCheah, R. (2016), Monitoring the Response of Head and Neck Tumour Tissue to Irradiation Using a Microfluidic-Based Approach 
 
Smith, J. (2016), The Effect of HNSCC-derived Soluble Factors on the Proliferation and Function of Immune Cells 
 
Chandrabalan, K. (2016), A Microfluidic Approach to the Study of Cellular Responses to Oxidative Stress 
 
Williamson, J. (2016), The Role of Endothelial Adhesins in Leukocyte Adhesion in Response to Pharmaceutical Agents that Induce Pulmonary Fibrosis 
 
Todd, A. (2016), Role of Hypoxia-Induced Adam 10 in Colorectal Cancer Progression 
 
Pacelli, A. (2015), Development of a Pet Probe for the Imaging of Cox-2 Expression in Cancers 
 
MDPatel, R. (2016), An Observational Pilot Study to Assess the Potential of a Microfluidic Tissue Culture Model to Predict Rectal Cancer Response to Neo-Adjuvant Therapy 
 
Zahoor, T. (2016), Does HPV-16 Seropositivity Correlate with T-cell Distribution Providing Additional Prognostic Information in Infected HNSCC Patients? 
 
Carr, S. (2013), Assessing the Effects of Radiotherapy on Head and Neck Squamous Cell Carcinoma using Microfluidic Techniques  
 
Current PhD supervisors 
 
Currently acting as primary and secondary supervisor to 18 postgraduate students covering all aspects of my research interests (three are currently writing up).

",Faculty of Health Sciences
